0,1,2,3
-2.0531164644127617,-1.3329362211209046,-1.1309699708758314,-0.7626348627374528
-1.4967063500508406,-1.0465074492508142,-1.215022145049201,-1.250615670290143
-1.7504882750482162,-1.1139082552520678,-1.0670819225908952,-0.12582338748751307
-1.4629043162920197,-0.9283971767597686,-0.8663250159175482,-0.8257701420679325
-1.8894298362702193,-1.0805162769510923,-1.1205867668341907,-0.8914119352794198
-1.1378703951672624,-0.9275557445412733,-0.7120313478243742,-1.1273228874383454
-1.043133846126561,-0.8515717241971681,-0.6634742203522911,-0.8188675298230509
-1.68827635059163,-0.9068440524615825,-0.8438585792234001,-0.44777841339905633
-1.7280487820024044,-0.9971144741566516,-1.2038661102385566,-0.4790161772194753
-1.805231645199761,-1.1744738362970994,-1.1494604733065874,-1.363543705733891
-1.834492696628862,-0.9922078332600305,-0.7846708892016225,-0.586459962906969
-1.5514021118663912,-0.9477134221456694,0.24888364702860674,-0.7205120981256566
-1.4131973058422882,-0.9927484322359484,-0.8744391027508671,-0.9325264299552147
-1.5641161693900898,-1.1560587384798158,-0.7366611441380343,-0.9861730670337822
-0.870481549152864,-0.9645121711758504,-0.45587560550717504,-1.1482114309775286
-1.5792665601660067,-0.96894692237124,-1.0616522483687798,-0.3273589119820791
-1.985715961824332,-0.7661384923237337,-1.183287169168998,0.19367138690930838
2.178498832923341,1.5295156493634294,0.8552698449282827,-0.4658089732885236
-2.0303159727912274,-1.0957040810384155,-0.8812827224181146,-0.9761081177918677
-1.7981365573910943,-0.8741237618691343,-0.2896152686569268,-1.233765968098086
-0.723872515043764,-1.0157193833048563,-0.36061782660023867,-1.2485112335731203
-0.823243917368918,-0.6813459734293945,-0.7673232303793629,-0.4818214045088761
-1.823566298128086,-0.993672318285465,-1.0748486152030738,-0.8165303574867542
-1.114603822200978,-0.9954698590134354,-0.8541104726341611,-1.050229581864761
-1.867356035395907,-1.1699321321919534,-1.0648568091396395,-0.20783934243726299
-1.8513538985845206,-1.0747845258471935,-0.9787555773616399,-0.08379255087752983
-1.3042677165889025,-1.0472860051005397,-0.7415406819019952,-1.114382448770594
-1.042237158273687,-0.8350720900499926,-0.9386012883055592,-1.0585555487914817
-1.7069293305919306,-0.927283520137739,-0.9508088393370748,-0.10252692351443454
-1.5265321593860286,-1.2309230731701042,-1.1227909415443977,-1.166245542904947
-1.1482862699553702,-1.0233786999849213,-0.5798535652529753,-1.031189548739915
-1.8789042082503329,-1.353856815487999,-1.316723554056405,-0.8255892035472714
-1.7143750525407575,-1.1025692327110814,-1.0391902271748565,-0.9062340403186853
-1.5053262805132557,-0.969062595845491,-0.9285293454187291,-0.9401270297148714
-1.7676363529458474,-0.9722691890037629,-1.1611427633892288,-0.44178088149582717
